Name,A_site,B_site,X_site,v_A,s_A,v_B,s_B,s_X,v_X
DyMgS3,Dy,Mg,S,,,2.0,0.89,1.84,-2
ErMgS3,Er,Mg,S,3.0,1.062,2.0,0.89,1.84,-2
HoMgS3,Ho,Mg,S,3.0,1.12,2.0,0.89,1.84,-2
LaMgS3,La,Mg,S,3.0,1.36,2.0,0.89,1.84,-2
NdMgS3,Nd,Mg,S,,,2.0,0.89,1.84,-2
PmMgS3,Pm,Mg,S,3.0,1.144,2.0,0.89,1.84,-2
PrMgS3,Pr,Mg,S,,,2.0,0.89,1.84,-2
SmMgS3,Sm,Mg,S,,,2.0,0.89,1.84,-2
TbMgS3,Tb,Mg,S,,,2.0,0.89,1.84,-2
TmMgS3,Tm,Mg,S,,,2.0,0.89,1.84,-2
YMgS3,Y,Mg,S,3.0,1.075,2.0,0.89,1.84,-2
YbMgS3,Yb,Mg,S,,,2.0,0.89,1.84,-2
UNiS3,U,Ni,S,,,,,1.84,-2
GePdS3,Ge,Pd,S,,,,,1.84,-2
CeScS3,Ce,Sc,S,,,3.0,0.87,1.84,-2
DyScS3,Dy,Sc,S,,,3.0,0.87,1.84,-2
GdScS3,Gd,Sc,S,3.0,1.107,3.0,0.87,1.84,-2
LaScS3,La,Sc,S,3.0,1.36,3.0,0.87,1.84,-2
MgScS3,Mg,Sc,S,2.0,0.89,3.0,0.87,1.84,-2
NdScS3,Nd,Sc,S,,,3.0,0.87,1.84,-2
PrScS3,Pr,Sc,S,,,3.0,0.87,1.84,-2
SmScS3,Sm,Sc,S,,,3.0,0.87,1.84,-2
TbScS3,Tb,Sc,S,,,3.0,0.87,1.84,-2
YScS3,Y,Sc,S,3.0,1.075,3.0,0.87,1.84,-2
BaTiS3,Ba,Ti,S,2.0,1.61,,,1.84,-2
LaTiS3,La,Ti,S,3.0,1.36,,,1.84,-2
SrTiS3,Sr,Ti,S,2.0,1.44,,,1.84,-2
BaVS3,Ba,V,S,2.0,1.61,,,1.84,-2
LaVS3,La,V,S,3.0,1.36,,,1.84,-2
LiVS3,Li,V,S,1.0,0.92,,,1.84,-2
MgVS3,Mg,V,S,2.0,0.89,,,1.84,-2
UVS3,U,V,S,,,,,1.84,-2
InBiS3,In,Bi,S,3.0,0.92,,,1.84,-2
SmBiS3,Sm,Bi,S,,,,,1.84,-2
BaGeS3,Ba,Ge,S,2.0,1.61,,,1.84,-2
EuGeS3,Eu,Ge,S,,,,,1.84,-2
FeGeS3,Fe,Ge,S,,,,,1.84,-2
SnGeS3,Sn,Ge,S,4.0,0.81,,,1.84,-2
TiGeS3,Ti,Ge,S,,,,,1.84,-2
GePbS3,Ge,Pb,S,,,,,1.84,-2
HfPbS3,Hf,Pb,S,4.0,0.83,,,1.84,-2
PPbS3,P,Pb,S,,,,,1.84,-2
SnPbS3,Sn,Pb,S,4.0,0.81,,,1.84,-2
ZrPbS3,Zr,Pb,S,4.0,0.89,,,1.84,-2
AgPS3,Ag,P,S,,,,,1.84,-2
BaPS3,Ba,P,S,2.0,1.61,,,1.84,-2
CaPS3,Ca,P,S,2.0,1.34,,,1.84,-2
CdPS3,Cd,P,S,2.0,1.31,,,1.84,-2
CoPS3,Co,P,S,,,,,1.84,-2
CsPS3,Cs,P,S,1.0,1.88,,,1.84,-2
CuPS3,Cu,P,S,,,,,1.84,-2
EuPS3,Eu,P,S,,,,,1.84,-2
FePS3,Fe,P,S,,,,,1.84,-2
KPS3,K,P,S,1.0,1.64,,,1.84,-2
MgPS3,Mg,P,S,2.0,0.89,,,1.84,-2
MnPS3,Mn,P,S,,,,,1.84,-2
NaPS3,Na,P,S,1.0,1.39,,,1.84,-2
NiPS3,Ni,P,S,,,,,1.84,-2
RbPS3,Rb,P,S,1.0,1.72,,,1.84,-2
SnPS3,Sn,P,S,4.0,0.81,,,1.84,-2
SrPS3,Sr,P,S,2.0,1.44,,,1.84,-2
TlPS3,Tl,P,S,,,,,1.84,-2
VPS3,V,P,S,,,,,1.84,-2
ZnPS3,Zn,P,S,2.0,0.9,,,1.84,-2
URuS3,U,Ru,S,,,,,1.84,-2
BiSbS3,Bi,Sb,S,,,,,1.84,-2
CrSbS3,Cr,Sb,S,,,,,1.84,-2
InSbS3,In,Sb,S,3.0,0.92,,,1.84,-2
BaSnS3,Ba,Sn,S,2.0,1.61,4.0,0.81,1.84,-2
CaSnS3,Ca,Sn,S,2.0,1.34,4.0,0.81,1.84,-2
CsSnS3,Cs,Sn,S,1.0,1.88,4.0,0.81,1.84,-2
HfSnS3,Hf,Sn,S,4.0,0.83,4.0,0.81,1.84,-2
SrSnS3,Sr,Sn,S,2.0,1.44,4.0,0.81,1.84,-2
ZnSnS3,Zn,Sn,S,2.0,0.9,4.0,0.81,1.84,-2
ZrSnS3,Zr,Sn,S,4.0,0.89,4.0,0.81,1.84,-2
TaAgS3,Ta,Ag,S,,,,,1.84,-2
UCoS3,U,Co,S,,,,,1.84,-2
AlInS3,Al,In,S,3.0,0.535,3.0,0.92,1.84,-2
MgInS3,Mg,In,S,2.0,0.89,3.0,0.92,1.84,-2
NbMoS3,Nb,Mo,S,,,,,1.84,-2
TiMoS3,Ti,Mo,S,,,,,1.84,-2
URhS3,U,Rh,S,,,,,1.84,-2
TaTlS3,Ta,Tl,S,,,,,1.84,-2
YbCeS3,Yb,Ce,S,,,,,1.84,-2
CeDyS3,Ce,Dy,S,,,,,1.84,-2
YbDyS3,Yb,Dy,S,,,,,1.84,-2
CeErS3,Ce,Er,S,,,,,1.84,-2
LaErS3,La,Er,S,3.0,1.36,,,1.84,-2
PrErS3,Pr,Er,S,,,,,1.84,-2
BaHfS3,Ba,Hf,S,2.0,1.61,4.0,0.83,1.84,-2
CaHfS3,Ca,Hf,S,2.0,1.34,4.0,0.83,1.84,-2
EuHfS3,Eu,Hf,S,,,4.0,0.83,1.84,-2
SrHfS3,Sr,Hf,S,2.0,1.44,4.0,0.83,1.84,-2
BaNbS3,Ba,Nb,S,2.0,1.61,,,1.84,-2
YbNdS3,Yb,Nd,S,,,,,1.84,-2
YbPrS3,Yb,Pr,S,,,,,1.84,-2
BaTaS3,Ba,Ta,S,2.0,1.61,,,1.84,-2
CsTaS3,Cs,Ta,S,1.0,1.88,,,1.84,-2
CeTmS3,Ce,Tm,S,,,,,1.84,-2
LaTmS3,La,Tm,S,3.0,1.36,,,1.84,-2
NdTmS3,Nd,Tm,S,,,,,1.84,-2
PrTmS3,Pr,Tm,S,,,,,1.84,-2
BaUS3,Ba,U,S,2.0,1.61,,,1.84,-2
ScUS3,Sc,U,S,3.0,0.87,,,1.84,-2
LaYbS3,La,Yb,S,3.0,1.36,,,1.84,-2
BaZrS3,Ba,Zr,S,2.0,1.61,4.0,0.89,1.84,-2
CaZrS3,Ca,Zr,S,2.0,1.34,4.0,0.89,1.84,-2
EuZrS3,Eu,Zr,S,,,4.0,0.89,1.84,-2
SrZrS3,Sr,Zr,S,2.0,1.44,4.0,0.89,1.84,-2
LaHoS3,La,Ho,S,3.0,1.36,3.0,1.12,1.84,-2
LaYS3,La,Y,S,3.0,1.36,3.0,1.075,1.84,-2
CeLuS3,Ce,Lu,S,,,3.0,1.032,1.84,-2
LaLuS3,La,Lu,S,3.0,1.36,3.0,1.032,1.84,-2
NdLuS3,Nd,Lu,S,,,3.0,1.032,1.84,-2
PrLuS3,Pr,Lu,S,,,3.0,1.032,1.84,-2
SmGdS3,Sm,Gd,S,,,3.0,1.107,1.84,-2
YbGdS3,Yb,Gd,S,,,3.0,1.107,1.84,-2
CsBSe3,Cs,B,Se,1.0,1.88,3.0,0.27,1.98,-2
RbBSe3,Rb,B,Se,1.0,1.72,3.0,0.27,1.98,-2
TlBSe3,Tl,B,Se,,,3.0,0.27,1.98,-2
CeCrSe3,Ce,Cr,Se,,,,,1.98,-2
DyCrSe3,Dy,Cr,Se,,,,,1.98,-2
LaCrSe3,La,Cr,Se,3.0,1.36,,,1.98,-2
NdCrSe3,Nd,Cr,Se,,,,,1.98,-2
PrCrSe3,Pr,Cr,Se,,,,,1.98,-2
TbCrSe3,Tb,Cr,Se,,,,,1.98,-2
ThCrSe3,Th,Cr,Se,4.0,1.21,,,1.98,-2
UCrSe3,U,Cr,Se,,,,,1.98,-2
UFeSe3,U,Fe,Se,,,,,1.98,-2
CrGaSe3,Cr,Ga,Se,,,3.0,0.62,1.98,-2
CsGaSe3,Cs,Ga,Se,1.0,1.88,3.0,0.62,1.98,-2
DyGaSe3,Dy,Ga,Se,,,3.0,0.62,1.98,-2
InGaSe3,In,Ga,Se,3.0,0.92,3.0,0.62,1.98,-2
CeMgSe3,Ce,Mg,Se,,,2.0,0.89,1.98,-2
DyMgSe3,Dy,Mg,Se,,,2.0,0.89,1.98,-2
ErMgSe3,Er,Mg,Se,3.0,1.062,2.0,0.89,1.98,-2
HoMgSe3,Ho,Mg,Se,3.0,1.12,2.0,0.89,1.98,-2
LaMgSe3,La,Mg,Se,3.0,1.36,2.0,0.89,1.98,-2
LuMgSe3,Lu,Mg,Se,3.0,1.032,2.0,0.89,1.98,-2
NdMgSe3,Nd,Mg,Se,,,2.0,0.89,1.98,-2
PmMgSe3,Pm,Mg,Se,3.0,1.144,2.0,0.89,1.98,-2
PrMgSe3,Pr,Mg,Se,,,2.0,0.89,1.98,-2
SmMgSe3,Sm,Mg,Se,,,2.0,0.89,1.98,-2
TbMgSe3,Tb,Mg,Se,,,2.0,0.89,1.98,-2
TmMgSe3,Tm,Mg,Se,,,2.0,0.89,1.98,-2
YMgSe3,Y,Mg,Se,3.0,1.075,2.0,0.89,1.98,-2
YbMgSe3,Yb,Mg,Se,,,2.0,0.89,1.98,-2
ThMnSe3,Th,Mn,Se,4.0,1.21,,,1.98,-2
UMnSe3,U,Mn,Se,,,,,1.98,-2
UNiSe3,U,Ni,Se,,,,,1.98,-2
UPdSe3,U,Pd,Se,,,,,1.98,-2
MgScSe3,Mg,Sc,Se,2.0,0.89,3.0,0.87,1.98,-2
BaTiSe3,Ba,Ti,Se,2.0,1.61,,,1.98,-2
BaVSe3,Ba,V,Se,2.0,1.61,,,1.98,-2
UVSe3,U,V,Se,,,,,1.98,-2
CsAuSe3,Cs,Au,Se,1.0,1.88,,,1.98,-2
BaBiSe3,Ba,Bi,Se,2.0,1.61,,,1.98,-2
InBiSe3,In,Bi,Se,3.0,0.92,,,1.98,-2
SrBiSe3,Sr,Bi,Se,2.0,1.44,,,1.98,-2
PPbSe3,P,Pb,Se,,,,,1.98,-2
BaPSe3,Ba,P,Se,2.0,1.61,,,1.98,-2
CaPSe3,Ca,P,Se,2.0,1.34,,,1.98,-2
CdPSe3,Cd,P,Se,2.0,1.31,,,1.98,-2
CrPSe3,Cr,P,Se,,,,,1.98,-2
EuPSe3,Eu,P,Se,,,,,1.98,-2
FePSe3,Fe,P,Se,,,,,1.98,-2
KPSe3,K,P,Se,1.0,1.64,,,1.98,-2
MgPSe3,Mg,P,Se,2.0,0.89,,,1.98,-2
MnPSe3,Mn,P,Se,,,,,1.98,-2
NiPSe3,Ni,P,Se,,,,,1.98,-2
RbPSe3,Rb,P,Se,1.0,1.72,,,1.98,-2
SnPSe3,Sn,P,Se,4.0,0.81,,,1.98,-2
SrPSe3,Sr,P,Se,2.0,1.44,,,1.98,-2
BiSbSe3,Bi,Sb,Se,,,,,1.98,-2
CrSbSe3,Cr,Sb,Se,,,,,1.98,-2
InSbSe3,In,Sb,Se,3.0,0.92,,,1.98,-2
LaSbSe3,La,Sb,Se,3.0,1.36,,,1.98,-2
SrSbSe3,Sr,Sb,Se,2.0,1.44,,,1.98,-2
CsSnSe3,Cs,Sn,Se,1.0,1.88,4.0,0.81,1.98,-2
UCoSe3,U,Co,Se,,,,,1.98,-2
AlInSe3,Al,In,Se,3.0,0.535,3.0,0.92,1.98,-2
MgInSe3,Mg,In,Se,2.0,0.89,3.0,0.92,1.98,-2
NbMoSe3,Nb,Mo,Se,,,,,1.98,-2
TaTlSe3,Ta,Tl,Se,,,,,1.98,-2
YbCeSe3,Yb,Ce,Se,,,,,1.98,-2
YbNdSe3,Yb,Nd,Se,,,,,1.98,-2
YbPrSe3,Yb,Pr,Se,,,,,1.98,-2
BaTaSe3,Ba,Ta,Se,2.0,1.61,,,1.98,-2
CsTaSe3,Cs,Ta,Se,1.0,1.88,,,1.98,-2
LaYbSe3,La,Yb,Se,3.0,1.36,,,1.98,-2
BaZrSe3,Ba,Zr,Se,2.0,1.61,4.0,0.89,1.98,-2
EuZrSe3,Eu,Zr,Se,,,4.0,0.89,1.98,-2
SrZrSe3,Sr,Zr,Se,2.0,1.44,4.0,0.89,1.98,-2
NdLuSe3,Nd,Lu,Se,,,3.0,1.032,1.98,-2
PrLuSe3,Pr,Lu,Se,,,3.0,1.032,1.98,-2
SmLuSe3,Sm,Lu,Se,,,3.0,1.032,1.98,-2
YbSmSe3,Yb,Sm,Se,,,,,1.98,-2
CsCrBr3,Cs,Cr,Br,1.0,1.88,,,1.96,-1
CsCuBr3,Cs,Cu,Br,1.0,1.88,,,1.96,-1
GaCuBr3,Ga,Cu,Br,3.0,0.62,,,1.96,-1
RbCuBr3,Rb,Cu,Br,1.0,1.72,,,1.96,-1
CsFeBr3,Cs,Fe,Br,1.0,1.88,,,1.96,-1
InFeBr3,In,Fe,Br,3.0,0.92,,,1.96,-1
KFeBr3,K,Fe,Br,1.0,1.64,,,1.96,-1
TlFeBr3,Tl,Fe,Br,,,,,1.96,-1
LiGaBr3,Li,Ga,Br,1.0,0.92,3.0,0.62,1.96,-1
CsMgBr3,Cs,Mg,Br,1.0,1.88,2.0,0.89,1.96,-1
CsMnBr3,Cs,Mn,Br,1.0,1.88,,,1.96,-1
KMnBr3,K,Mn,Br,1.0,1.64,,,1.96,-1
RbMnBr3,Rb,Mn,Br,1.0,1.72,,,1.96,-1
CsNiBr3,Cs,Ni,Br,1.0,1.88,,,1.96,-1
RbNiBr3,Rb,Ni,Br,1.0,1.72,,,1.96,-1
CsPdBr3,Cs,Pd,Br,1.0,1.88,,,1.96,-1
RbPdBr3,Rb,Pd,Br,1.0,1.72,,,1.96,-1
CsScBr3,Cs,Sc,Br,1.0,1.88,3.0,0.87,1.96,-1
RbScBr3,Rb,Sc,Br,1.0,1.72,3.0,0.87,1.96,-1
CsTiBr3,Cs,Ti,Br,1.0,1.88,,,1.96,-1
KTiBr3,K,Ti,Br,1.0,1.64,,,1.96,-1
RbTiBr3,Rb,Ti,Br,1.0,1.72,,,1.96,-1
CsVBr3,Cs,V,Br,1.0,1.88,,,1.96,-1
RbVBr3,Rb,V,Br,1.0,1.72,,,1.96,-1
CsAuBr3,Cs,Au,Br,1.0,1.88,,,1.96,-1
KAuBr3,K,Au,Br,1.0,1.64,,,1.96,-1
RbAuBr3,Rb,Au,Br,1.0,1.72,,,1.96,-1
CsGeBr3,Cs,Ge,Br,1.0,1.88,,,1.96,-1
KGeBr3,K,Ge,Br,1.0,1.64,,,1.96,-1
RbGeBr3,Rb,Ge,Br,1.0,1.72,,,1.96,-1
TlGeBr3,Tl,Ge,Br,,,,,1.96,-1
CsPbBr3,Cs,Pb,Br,1.0,1.88,,,1.96,-1
CuPbBr3,Cu,Pb,Br,,,,,1.96,-1
RbPbBr3,Rb,Pb,Br,1.0,1.72,,,1.96,-1
CsSnBr3,Cs,Sn,Br,1.0,1.88,4.0,0.81,1.96,-1
InSnBr3,In,Sn,Br,3.0,0.92,4.0,0.81,1.96,-1
KSnBr3,K,Sn,Br,1.0,1.64,4.0,0.81,1.96,-1
RbSnBr3,Rb,Sn,Br,1.0,1.72,4.0,0.81,1.96,-1
CsAgBr3,Cs,Ag,Br,1.0,1.88,,,1.96,-1
KAgBr3,K,Ag,Br,1.0,1.64,,,1.96,-1
RbAgBr3,Rb,Ag,Br,1.0,1.72,,,1.96,-1
TlAgBr3,Tl,Ag,Br,,,,,1.96,-1
CrCoBr3,Cr,Co,Br,,,,,1.96,-1
RbCoBr3,Rb,Co,Br,1.0,1.72,,,1.96,-1
CaInBr3,Ca,In,Br,2.0,1.34,3.0,0.92,1.96,-1
CdInBr3,Cd,In,Br,2.0,1.31,3.0,0.92,1.96,-1
CrInBr3,Cr,In,Br,,,3.0,0.92,1.96,-1
CsInBr3,Cs,In,Br,1.0,1.88,3.0,0.92,1.96,-1
KInBr3,K,In,Br,1.0,1.64,3.0,0.92,1.96,-1
MgInBr3,Mg,In,Br,2.0,0.89,3.0,0.92,1.96,-1
MnInBr3,Mn,In,Br,,,3.0,0.92,1.96,-1
RbInBr3,Rb,In,Br,1.0,1.72,3.0,0.92,1.96,-1
YbInBr3,Yb,In,Br,,,3.0,0.92,1.96,-1
AlSBr3,Al,S,Br,3.0,0.535,,,1.96,-1
CaTlBr3,Ca,Tl,Br,2.0,1.34,,,1.96,-1
CsTlBr3,Cs,Tl,Br,1.0,1.88,,,1.96,-1
KTlBr3,K,Tl,Br,1.0,1.64,,,1.96,-1
RbTlBr3,Rb,Tl,Br,1.0,1.72,,,1.96,-1
YbTlBr3,Yb,Tl,Br,,,,,1.96,-1
CsCaBr3,Cs,Ca,Br,1.0,1.88,2.0,1.34,1.96,-1
KCaBr3,K,Ca,Br,1.0,1.64,2.0,1.34,1.96,-1
RbCaBr3,Rb,Ca,Br,1.0,1.72,2.0,1.34,1.96,-1
CsCdBr3,Cs,Cd,Br,1.0,1.88,2.0,1.31,1.96,-1
RbCdBr3,Rb,Cd,Br,1.0,1.72,2.0,1.31,1.96,-1
TlCdBr3,Tl,Cd,Br,,,2.0,1.31,1.96,-1
CsDyBr3,Cs,Dy,Br,1.0,1.88,,,1.96,-1
KDyBr3,K,Dy,Br,1.0,1.64,,,1.96,-1
RbDyBr3,Rb,Dy,Br,1.0,1.72,,,1.96,-1
CsEuBr3,Cs,Eu,Br,1.0,1.88,3.0,1.062,1.96,-1
CsPtBr3,Cs,Pt,Br,1.0,1.88,,,1.96,-1
CsSeBr3,Cs,Se,Br,1.0,1.88,,,1.96,-1
NbSeBr3,Nb,Se,Br,,,,,1.96,-1
RbSeBr3,Rb,Se,Br,1.0,1.72,,,1.96,-1
CsTmBr3,Cs,Tm,Br,1.0,1.88,,,1.96,-1
KTmBr3,K,Tm,Br,1.0,1.64,,,1.96,-1
RbTmBr3,Rb,Tm,Br,1.0,1.72,,,1.96,-1
CsUBr3,Cs,U,Br,1.0,1.88,,,1.96,-1
CsYbBr3,Cs,Yb,Br,1.0,1.88,,,1.96,-1
KYbBr3,K,Yb,Br,1.0,1.64,,,1.96,-1
RbYbBr3,Rb,Yb,Br,1.0,1.72,,,1.96,-1
CsSmBr3,Cs,Sm,Br,1.0,1.88,,,1.96,-1
CsSrBr3,Cs,Sr,Br,1.0,1.88,2.0,1.44,1.96,-1
CsCrCl3,Cs,Cr,Cl,1.0,1.88,,,1.81,-1
KCrCl3,K,Cr,Cl,1.0,1.64,,,1.81,-1
RbCrCl3,Rb,Cr,Cl,1.0,1.72,,,1.81,-1
CsCuCl3,Cs,Cu,Cl,1.0,1.88,,,1.81,-1
KCuCl3,K,Cu,Cl,1.0,1.64,,,1.81,-1
RbCuCl3,Rb,Cu,Cl,1.0,1.72,,,1.81,-1
TlCuCl3,Tl,Cu,Cl,,,,,1.81,-1
CsFeCl3,Cs,Fe,Cl,1.0,1.88,,,1.81,-1
KFeCl3,K,Fe,Cl,1.0,1.64,,,1.81,-1
RbFeCl3,Rb,Fe,Cl,1.0,1.72,,,1.81,-1
LiGaCl3,Li,Ga,Cl,1.0,0.92,3.0,0.62,1.81,-1
CsMgCl3,Cs,Mg,Cl,1.0,1.88,2.0,0.89,1.81,-1
KMgCl3,K,Mg,Cl,1.0,1.64,2.0,0.89,1.81,-1
RbMgCl3,Rb,Mg,Cl,1.0,1.72,2.0,0.89,1.81,-1
CsMnCl3,Cs,Mn,Cl,1.0,1.88,,,1.81,-1
KMnCl3,K,Mn,Cl,1.0,1.64,,,1.81,-1
NaMnCl3,Na,Mn,Cl,1.0,1.39,,,1.81,-1
RbMnCl3,Rb,Mn,Cl,1.0,1.72,,,1.81,-1
BaNiCl3,Ba,Ni,Cl,2.0,1.61,,,1.81,-1
CsNiCl3,Cs,Ni,Cl,1.0,1.88,,,1.81,-1
KNiCl3,K,Ni,Cl,1.0,1.64,,,1.81,-1
RbNiCl3,Rb,Ni,Cl,1.0,1.72,,,1.81,-1
TlNiCl3,Tl,Ni,Cl,,,,,1.81,-1
CsPdCl3,Cs,Pd,Cl,1.0,1.88,,,1.81,-1
RbPdCl3,Rb,Pd,Cl,1.0,1.72,,,1.81,-1
CsScCl3,Cs,Sc,Cl,1.0,1.88,3.0,0.87,1.81,-1
RbScCl3,Rb,Sc,Cl,1.0,1.72,3.0,0.87,1.81,-1
CsTiCl3,Cs,Ti,Cl,1.0,1.88,,,1.81,-1
KTiCl3,K,Ti,Cl,1.0,1.64,,,1.81,-1
LiTiCl3,Li,Ti,Cl,1.0,0.92,,,1.81,-1
RbTiCl3,Rb,Ti,Cl,1.0,1.72,,,1.81,-1
CsVCl3,Cs,V,Cl,1.0,1.88,,,1.81,-1
KVCl3,K,V,Cl,1.0,1.64,,,1.81,-1
RbVCl3,Rb,V,Cl,1.0,1.72,,,1.81,-1
TlVCl3,Tl,V,Cl,,,,,1.81,-1
CsAuCl3,Cs,Au,Cl,1.0,1.88,,,1.81,-1
KAuCl3,K,Au,Cl,1.0,1.64,,,1.81,-1
RbAuCl3,Rb,Au,Cl,1.0,1.72,,,1.81,-1
SiCCl3,Si,C,Cl,4.0,0.4,4.0,0.16,1.81,-1
SnCCl3,Sn,C,Cl,4.0,0.81,4.0,0.16,1.81,-1
CsGeCl3,Cs,Ge,Cl,1.0,1.88,,,1.81,-1
InGeCl3,In,Ge,Cl,3.0,0.92,,,1.81,-1
KGeCl3,K,Ge,Cl,1.0,1.64,,,1.81,-1
RbGeCl3,Rb,Ge,Cl,1.0,1.72,,,1.81,-1
TlGeCl3,Tl,Ge,Cl,,,,,1.81,-1
CsPbCl3,Cs,Pb,Cl,1.0,1.88,,,1.81,-1
InPbCl3,In,Pb,Cl,3.0,0.92,,,1.81,-1
RbPbCl3,Rb,Pb,Cl,1.0,1.72,,,1.81,-1
TlPbCl3,Tl,Pb,Cl,,,,,1.81,-1
CsSnCl3,Cs,Sn,Cl,1.0,1.88,4.0,0.81,1.81,-1
InSnCl3,In,Sn,Cl,3.0,0.92,4.0,0.81,1.81,-1
LiSnCl3,Li,Sn,Cl,1.0,0.92,4.0,0.81,1.81,-1
RbSnCl3,Rb,Sn,Cl,1.0,1.72,4.0,0.81,1.81,-1
CsAgCl3,Cs,Ag,Cl,1.0,1.88,,,1.81,-1
KAgCl3,K,Ag,Cl,1.0,1.64,,,1.81,-1
RbAgCl3,Rb,Ag,Cl,1.0,1.72,,,1.81,-1
TlAgCl3,Tl,Ag,Cl,,,,,1.81,-1
CrCoCl3,Cr,Co,Cl,,,,,1.81,-1
CsCoCl3,Cs,Co,Cl,1.0,1.88,,,1.81,-1
KCoCl3,K,Co,Cl,1.0,1.64,,,1.81,-1
RbCoCl3,Rb,Co,Cl,1.0,1.72,,,1.81,-1
TlCoCl3,Tl,Co,Cl,,,,,1.81,-1
CsInCl3,Cs,In,Cl,1.0,1.88,3.0,0.92,1.81,-1
KInCl3,K,In,Cl,1.0,1.64,3.0,0.92,1.81,-1
RbInCl3,Rb,In,Cl,1.0,1.72,3.0,0.92,1.81,-1
TlInCl3,Tl,In,Cl,,,3.0,0.92,1.81,-1
CaTlCl3,Ca,Tl,Cl,2.0,1.34,,,1.81,-1
CsTlCl3,Cs,Tl,Cl,1.0,1.88,,,1.81,-1
KTlCl3,K,Tl,Cl,1.0,1.64,,,1.81,-1
MgTlCl3,Mg,Tl,Cl,2.0,0.89,,,1.81,-1
MnTlCl3,Mn,Tl,Cl,,,,,1.81,-1
RbTlCl3,Rb,Tl,Cl,1.0,1.72,,,1.81,-1
CsCaCl3,Cs,Ca,Cl,1.0,1.88,2.0,1.34,1.81,-1
KCaCl3,K,Ca,Cl,1.0,1.64,2.0,1.34,1.81,-1
RbCaCl3,Rb,Ca,Cl,1.0,1.72,2.0,1.34,1.81,-1
CsCdCl3,Cs,Cd,Cl,1.0,1.88,2.0,1.31,1.81,-1
KCdCl3,K,Cd,Cl,1.0,1.64,2.0,1.31,1.81,-1
RbCdCl3,Rb,Cd,Cl,1.0,1.72,2.0,1.31,1.81,-1
TlCdCl3,Tl,Cd,Cl,,,2.0,1.31,1.81,-1
CsEuCl3,Cs,Eu,Cl,1.0,1.88,3.0,1.062,1.81,-1
RbEuCl3,Rb,Eu,Cl,1.0,1.72,3.0,1.062,1.81,-1
NbSeCl3,Nb,Se,Cl,,,,,1.81,-1
KTcCl3,K,Tc,Cl,1.0,1.64,,,1.81,-1
CsTmCl3,Cs,Tm,Cl,1.0,1.88,,,1.81,-1
CsYbCl3,Cs,Yb,Cl,1.0,1.88,,,1.81,-1
CsSmCl3,Cs,Sm,Cl,1.0,1.88,,,1.81,-1
CsSrCl3,Cs,Sr,Cl,1.0,1.88,2.0,1.44,1.81,-1
RbSrCl3,Rb,Sr,Cl,1.0,1.72,2.0,1.44,1.81,-1
CsCrI3,Cs,Cr,I,1.0,1.88,,,2.2,-1
RbCrI3,Rb,Cr,I,1.0,1.72,,,2.2,-1
KFeI3,K,Fe,I,1.0,1.64,,,2.2,-1
TlFeI3,Tl,Fe,I,,,,,2.2,-1
LiGaI3,Li,Ga,I,1.0,0.92,3.0,0.62,2.2,-1
CsMgI3,Cs,Mg,I,1.0,1.88,2.0,0.89,2.2,-1
CsMnI3,Cs,Mn,I,1.0,1.88,,,2.2,-1
CsScI3,Cs,Sc,I,1.0,1.88,3.0,0.87,2.2,-1
LiScI3,Li,Sc,I,1.0,0.92,3.0,0.87,2.2,-1
CsSiI3,Cs,Si,I,1.0,1.88,4.0,0.4,2.2,-1
CsTiI3,Cs,Ti,I,1.0,1.88,,,2.2,-1
KTiI3,K,Ti,I,1.0,1.64,,,2.2,-1
RbTiI3,Rb,Ti,I,1.0,1.72,,,2.2,-1
CsVI3,Cs,V,I,1.0,1.88,,,2.2,-1
RbVI3,Rb,V,I,1.0,1.72,,,2.2,-1
CsAuI3,Cs,Au,I,1.0,1.88,,,2.2,-1
KAuI3,K,Au,I,1.0,1.64,,,2.2,-1
RbAuI3,Rb,Au,I,1.0,1.72,,,2.2,-1
CsGeI3,Cs,Ge,I,1.0,1.88,,,2.2,-1
CuGeI3,Cu,Ge,I,,,,,2.2,-1
RbGeI3,Rb,Ge,I,1.0,1.72,,,2.2,-1
TlGeI3,Tl,Ge,I,,,,,2.2,-1
CsPbI3,Cs,Pb,I,1.0,1.88,,,2.2,-1
KPbI3,K,Pb,I,1.0,1.64,,,2.2,-1
RbPbI3,Rb,Pb,I,1.0,1.72,,,2.2,-1
TlPbI3,Tl,Pb,I,,,,,2.2,-1
CsSnI3,Cs,Sn,I,1.0,1.88,4.0,0.81,2.2,-1
KSnI3,K,Sn,I,1.0,1.64,4.0,0.81,2.2,-1
RbSnI3,Rb,Sn,I,1.0,1.72,4.0,0.81,2.2,-1
TlSnI3,Tl,Sn,I,,,4.0,0.81,2.2,-1
CaInI3,Ca,In,I,2.0,1.34,3.0,0.92,2.2,-1
CsInI3,Cs,In,I,1.0,1.88,3.0,0.92,2.2,-1
KInI3,K,In,I,1.0,1.64,3.0,0.92,2.2,-1
RbInI3,Rb,In,I,1.0,1.72,3.0,0.92,2.2,-1
CaTlI3,Ca,Tl,I,2.0,1.34,,,2.2,-1
CsTlI3,Cs,Tl,I,1.0,1.88,,,2.2,-1
KTlI3,K,Tl,I,1.0,1.64,,,2.2,-1
MnTlI3,Mn,Tl,I,,,,,2.2,-1
RbTlI3,Rb,Tl,I,1.0,1.72,,,2.2,-1
